290.000000 0.023654
295.000000 0.023362
300.000000 0.023037
305.000000 0.022706
310.000000 0.022391
315.000000 0.022112
320.000000 0.021883
326.928731 0.021670
331.928731 0.021597
336.928731 0.021589
341.928731 0.021639
346.928731 0.021735
353.357995 0.021901
358.357995 0.022041
363.357995 0.022169
368.357995 0.022264
375.557973 0.022309
380.557973 0.022253
385.557973 0.022110
390.557973 0.021873
395.557973 0.021537
400.557973 0.021101
405.557973 0.020569
410.557973 0.019949
419.292108 0.018689
424.292108 0.017892
429.292108 0.017062
434.292108 0.016217
439.292108 0.015374
444.292108 0.014549
449.292108 0.013757
454.292108 0.013008
459.292108 0.012310
464.292108 0.011668
469.292108 0.011081
474.292108 0.010549
479.292108 0.010067
484.292108 0.009628
489.292108 0.009227
496.848003 0.008682
501.848003 0.008355
506.848003 0.008055
511.848003 0.007781
516.848003 0.007538
521.848003 0.007331
526.848003 0.007165
531.848003 0.007047
536.848003 0.006981
541.848003 0.006972
546.848003 0.007019
551.848003 0.007123
556.848003 0.007277
561.848003 0.007476
566.848003 0.007709
571.848003 0.007965
576.848003 0.008232
581.848003 0.008498
586.848003 0.008752
594.496693 0.009093
599.496693 0.009276
604.496693 0.009419
609.496693 0.009522
614.496693 0.009582
619.496693 0.009599
624.496693 0.009573
629.496693 0.009506
634.496693 0.009398
639.496693 0.009249
644.496693 0.009058
649.496693 0.008825
654.496693 0.008549
662.490251 0.008018
667.490251 0.007632
672.490251 0.007206
677.490251 0.006746
682.490251 0.006258
687.490251 0.005748
692.490251 0.005226
697.490251 0.004700
702.490251 0.004181
707.490251 0.003677
712.490251 0.003198
717.490251 0.002751
722.490251 0.002342
727.490251 0.001978
732.490251 0.001662
737.490251 0.001398
742.490251 0.001189
747.490251 0.001038
752.490251 0.000949
757.490251 0.000927
