290.000000 0.089788
295.000000 0.097657
300.000000 0.104782
305.000000 0.110907
311.205760 0.116779
316.205760 0.119895
323.444367 0.121599
328.444367 0.120778
333.444367 0.118362
338.444367 0.114462
343.444367 0.109243
348.444367 0.102926
353.444367 0.095763
358.444367 0.088035
363.444367 0.080025
368.444367 0.072015
378.243938 0.057299
383.243938 0.050727
388.243938 0.045023
393.243938 0.040325
398.243938 0.036732
405.738446 0.033559
410.738446 0.032968
415.738446 0.033605
420.738446 0.035452
425.738446 0.038470
430.738446 0.042598
435.738446 0.047753
440.738446 0.053826
445.738446 0.060681
450.738446 0.068154
456.096175 0.076629
461.096175 0.084741
466.096175 0.092799
471.096175 0.100546
476.171134 0.107818
478.149462 0.110434
483.149462 0.116356
488.149462 0.121113
493.149462 0.124511
498.149462 0.126403
505.152818 0.126365
510.152818 0.124399
515.152818 0.120883
520.152818 0.115939
525.152818 0.109744
530.152818 0.102515
535.152818 0.094500
540.152818 0.085958
545.152818 0.077150
550.152818 0.068323
555.152818 0.059699
560.152818 0.051468
565.152818 0.043778
570.152818 0.036740
575.152818 0.030422
580.152818 0.024855
587.439746 0.018076
592.439746 0.014292
597.439746 0.011152
602.439746 0.008588
607.439746 0.006529
612.439746 0.004901
617.439746 0.003632
622.439746 0.002660
627.439746 0.001925
632.439746 0.001377
637.439746 0.000975
642.439746 0.000684
647.439746 0.000476
652.439746 0.000330
657.439746 0.000228
662.439746 0.000160
667.439746 0.000114
672.439746 0.000086
677.439746 0.000069
682.439746 0.000062
687.439746 0.000062
692.439746 0.000067
697.439746 0.000076
702.439746 0.000090
707.439746 0.000108
712.439746 0.000129
717.439746 0.000153
722.439746 0.000179
727.439746 0.000209
732.439746 0.000239
737.439746 0.000271
742.439746 0.000303
747.439746 0.000334
752.439746 0.000362
757.439746 0.000389
