290.000000 0.033845
295.000000 0.031698
300.000000 0.029318
305.000000 0.026791
310.000000 0.024201
315.000000 0.021625
320.000000 0.019134
325.000000 0.016784
330.000000 0.014619
335.000000 0.012669
340.000000 0.010952
345.000000 0.009474
354.240854 0.007350
359.240854 0.006504
364.240854 0.005849
369.240854 0.005366
374.240854 0.005034
379.418512 0.004835
384.418512 0.004767
389.418512 0.004810
394.418512 0.004958
399.418512 0.005203
404.418512 0.005541
409.418512 0.005967
414.418512 0.006472
419.418512 0.007049
424.418512 0.007684
429.418512 0.008360
434.418512 0.009060
439.418512 0.009758
444.418512 0.010431
449.418512 0.011052
454.418512 0.011595
459.418512 0.012037
464.418512 0.012359
473.538297 0.012596
478.538297 0.012527
483.538297 0.012326
488.538297 0.012008
493.538297 0.011599
498.538297 0.011128
503.538297 0.010634
508.538297 0.010160
513.538297 0.009749
518.538297 0.009447
523.538297 0.009301
528.538297 0.009351
533.538297 0.009637
538.538297 0.010188
543.538297 0.011028
548.538297 0.012169
553.538297 0.013612
558.538297 0.015343
565.325153 0.018107
570.325153 0.020391
575.325153 0.022819
580.325153 0.025321
585.325153 0.027816
590.325153 0.030216
595.325153 0.032431
600.325153 0.034376
605.325153 0.035969
610.325153 0.037144
620.265247 0.038051
625.265247 0.037743
630.265247 0.036931
635.265247 0.035645
640.265247 0.033934
645.265247 0.031865
650.265247 0.029512
655.265247 0.026959
660.265247 0.024289
665.265247 0.021584
670.265247 0.018917
675.265247 0.016352
680.265247 0.013941
685.265247 0.011723
690.265247 0.009722
695.265247 0.007954
700.265247 0.006418
705.265247 0.005109
710.265247 0.004013
715.265247 0.003110
720.265247 0.002380
725.265247 0.001798
730.265247 0.001343
735.265247 0.000992
740.265247 0.000727
745.265247 0.000529
750.265247 0.000383
755.265247 0.000278
